Death No.,Killed_chord,Name,Allegiance,Killer_chord,Killer,Killers House,Method,Location,Season,Episode,Death Year,Death Book,Death Chapter,Estimated Book Death Season,Estimated Book Death Episode,Nobility,Gender,Killer Gender,Killer Nobility,In Book,Is Animal,KillerIsAnimal,GoT,CoK,SoS,FfC,DwD,LocationX,LocationY
544,Others,Gladiator,None,Jorah Mormont,Jorah Mormont,House Targaryen,Sword,Meereen,5,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,1613,1309
545,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Jorah Mormont,Jorah Mormont,House Targaryen,Spear,Meereen,5,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,1613,1309
546,Masters,Great Master,Great Masters,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Knife,Meereen,5,9,-1,-1,-1,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,1613,1309
547,Masters,Great Master,Great Masters,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Knife,Meereen,5,9,-1,-1,-1,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,1613,1309
548,Masters,Great Master,Great Masters,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Knife,Meereen,5,9,-1,-1,-1,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,1613,1309
549,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Daario Naharis,Daario Naharis,House Targaryen,Arakh,Meereen,5,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1613,1309
550,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Unsullied,Unsullied Soldier,House Targaryen,Spear,Meereen,5,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1613,1309
551,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Unsullied,Unsullied Soldier,House Targaryen,Spear,Meereen,5,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1613,1309
552,Unsullied,Unsullied Soldier,House Targaryen,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Knife,Meereen,5,9,-1,-1,-1,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,1613,1309
553,Unsullied,Unsullied Soldier,House Targaryen,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Knife,Meereen,5,9,-1,-1,-1,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,1613,1309
554,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Daario Naharis,Daario Naharis,House Targaryen,Arakh,Meereen,5,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1613,1309
555,Masters,Hizdahr zo Loraq,Wise Masters,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Knife,Meereen,5,9,-1,-1,-1,-1,-1,1,1,-1,0,1,0,0,0,0,0,0,1,1613,1309
556,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Daario Naharis,Daario Naharis,House Targaryen,Arakh,Meereen,5,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1613,1309
557,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Jorah Mormont,Jorah Mormont,House Targaryen,Knife,Meereen,5,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,1613,1309
558,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Tyrion Lannister,Tyrion Lannister,House Lannister,Knife,Meereen,5,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,1613,1309
559,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Unsullied,Unsullied Soldier,House Targaryen,Spear,Meereen,5,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1613,1309
560,Unsullied,Unsullied Soldier,House Targaryen,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Knife,Meereen,5,9,-1,-1,-1,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,1613,1309
561,Unsullied,Unsullied Soldier,House Targaryen,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Spear,Meereen,5,9,-1,-1,-1,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,1613,1309
562,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Jorah Mormont,Jorah Mormont,House Targaryen,Sword,Meereen,5,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,1613,1309
563,Unsullied,Unsullied Soldier,House Targaryen,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Knife,Meereen,5,9,-1,-1,-1,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,1613,1309
564,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Unsullied,Unsullied Soldier,House Targaryen,Spear,Meereen,5,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1613,1309
565,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Jorah Mormont,Jorah Mormont,House Targaryen,Sword,Meereen,5,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,1613,1309
566,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Unsullied,Unsullied Soldier,House Targaryen,Spear,Meereen,5,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1613,1309
567,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Unsullied,Unsullied Soldier,House Targaryen,Spear,Meereen,5,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1613,1309
568,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Jorah Mormont,Jorah Mormont,House Targaryen,Sword,Meereen,5,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,1613,1309
569,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Daario Naharis,Daario Naharis,House Targaryen,Arakh,Meereen,5,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1613,1309
570,Unsullied,Unsullied Soldier,House Targaryen,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Knife,Meereen,5,9,-1,-1,-1,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,1613,1309
571,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Daario Naharis,Daario Naharis,House Targaryen,Arakh,Meereen,5,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1613,1309
572,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Claws,Meereen,5,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,1613,1309
573,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Claws,Meereen,5,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,1613,1309
574,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Teeth,Meereen,5,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,1613,1309
575,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,5,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,1613,1309
576,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,5,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,1613,1309
577,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,5,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,1613,1309
578,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,5,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,1613,1309
579,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,5,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,1613,1309
580,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,5,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,1613,1309
581,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,5,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,1613,1309
582,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,5,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,1613,1309
583,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,5,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,1613,1309
584,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,5,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,1613,1309
585,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,5,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,1613,1309
586,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,5,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,1613,1309
587,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,5,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,1613,1309
588,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,5,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,1613,1309
589,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Teeth,Meereen,5,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,1613,1309
590,Unsullied,Unsullied Soldier,House Targaryen,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Sword,Meereen,5,9,-1,-1,-1,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,1613,1309
591,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Jorah Mormont,Jorah Mormont,House Targaryen,Sword,Meereen,5,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,1613,1309
592,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Daario Naharis,Daario Naharis,House Targaryen,Arakh,Meereen,5,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1613,1309
593,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Daario Naharis,Daario Naharis,House Targaryen,Sword,Meereen,5,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1613,1309
594,Other Baratheons of Dragonstone,Selyse Florent,House Baratheon of Dragonstone,Other Baratheons of Dragonstone,Selyse Florent,House Baratheon of Dragonstone,Hanging,Kingsroad,5,10,-1,-1,-1,-1,-1,1,0,0,1,1,0,0,0,1,1,0,1,332,357
595,Stannis Baratheon,Stannis Baratheon,House Baratheon of Dragonstone,Brienne of Tarth,Brienne of Tarth,House Tarth,Sword,Winterfell,5,10,-1,-1,-1,-1,-1,1,1,0,1,1,0,0,1,1,1,1,1,283,447
596,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Ramsay Bolton,Ramsay Bolton,House Bolton,Sword,Winterfell,5,10,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,283,447
597,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Ramsay Bolton,Ramsay Bolton,House Bolton,Sword,Winterfell,5,10,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,283,447
598,Other Boltons,Myranda Royce,House Bolton,Other Boltons,Reek,House Bolton,Falling,Winterfell,5,10,-1,-1,-1,-1,-1,1,0,1,0,1,0,0,0,0,0,1,0,283,447
599,Other Lannisters,Meryn Trant,House Lannister,Arya Stark,Arya Stark,House Stark,Knife,Braavos,5,10,-1,-1,-1,-1,-1,1,1,0,1,1,0,0,1,1,1,1,1,798,760
600,Jaqen H'ghar,Jaqen H'ghar,Faceless Men,Jaqen H'ghar,Jaqen H'ghar,Faceless Men,Poison,Braavos,5,10,-1,-1,-1,-1,-1,0,1,1,0,1,0,0,0,1,0,1,0,798,760
601,Other Lannisters,Myrcella,House Lannister,Sand Snakes,Ellaria Sand,House Martell,Poison,Dorne,5,10,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,1,1,0,1,0,600,1390
602,Jon Snow,Jon Snow,Night's Watch,Olly,Olly,Night's Watch,Knife,Castle Black,5,10,-1,-1,-1,-1,-1,1,1,1,0,1,0,0,1,1,1,1,1,422,233
603,Other Boltons,Bolton soldier,House Bolton,Brienne of Tarth,Brienne of Tarth,House Tarth,Sword,Winterfell,6,1,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,283,447
604,Other Boltons,Bolton soldier,House Bolton,Brienne of Tarth,Brienne of Tarth,House Tarth,Sword,Winterfell,6,1,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,283,447
605,Other Boltons,Bolton soldier,House Bolton,Podrick Payne,Podrick Payne,House Tarth,Sword,Winterfell,6,1,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,283,447
606,Other Boltons,Bolton soldier,House Bolton,Brienne of Tarth,Brienne of Tarth,House Tarth,Knife,Winterfell,6,1,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,283,447
607,Other Boltons,Bolton soldier,House Bolton,Other Boltons,Reek,House Bolton,Sword,Winterfell,6,1,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,283,447
608,Martells,Doran Martell,House Martell,Sand Snakes,Ellaria Sand,House Martell,Knife,Dorne,6,1,-1,-1,-1,-1,-1,1,1,0,0,1,0,0,0,0,0,1,1,600,1390
609,Martells,Areo Hotah,House Martell,Sand Snakes,Tyene Sand,House Martell,Knife,Dorne,6,1,-1,-1,-1,-1,-1,0,1,-1,0,1,0,0,0,0,0,1,1,600,1390
610,Martells,Trystane Martell,House Martell,Sand Snakes,Obara Sand,House Martell,Spear,King's Landing,6,1,-1,-1,-1,-1,-1,1,1,0,0,1,0,0,1,1,1,1,1,440,1050
611,Night's Watch,Night's Watch brother,Night's Watch,Tormund,Tormund,Free Folk,Sword,Castle Black,6,2,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,422,233
612,Night's Watch,Night's Watch brother,Night's Watch,Wildlings,Wun Wun,Free Folk,Hands,Castle Black,6,2,-1,-1,-1,-1,-1,0,1,-1,-1,0,0,0,0,0,0,0,0,422,233
613,Smallfolk,Peasant,Smallfolk,The Mountain,The Mountain,House Lannister,Hands,King's Landing,6,2,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,440,1050
614,Roose Bolton,Roose Bolton,House Bolton,Ramsay Bolton,Ramsay Bolton,House Bolton,Knife,Winterfell,6,2,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,1,1,1,0,1,283,447
615,Other Boltons,Walda Frey,House Bolton,Ramsay Bolton,Ramsay Bolton,House Bolton,Dogs,Winterfell,6,2,-1,-1,-1,-1,-1,1,0,1,1,1,0,0,0,0,1,0,1,283,447
616,Other Boltons,Bolton heir,House Bolton,Ramsay Bolton,Ramsay Bolton,House Bolton,Dogs,Winterfell,6,2,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,283,447
617,Other Greyjoys,Balon Greyjoy,House Greyjoy,Euron Greyjoy,Euron Greyjoy,House Greyjoy,Hands,Iron Islands,6,2,299,3,45,3,7,1,1,1,1,1,0,0,0,1,1,1,1,122,846
618,Other Starks,Stark soldier,House Stark,Other Targaryens,Oswell Whent,House Targaryen,Sword,Dorne,6,3,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,600,1390
619,Other Targaryens,Oswell Whent,House Targaryen,Ned Stark,Ned Stark,House Stark,Sword,Dorne,6,3,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,600,1390
620,Other Starks,Stark soldier,House Stark,Other Targaryens,Arthur Dayne,House Targaryen,Sword,Dorne,6,3,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,600,1390
621,Other Starks,Stark soldier,House Stark,Other Targaryens,Arthur Dayne,House Targaryen,Sword,Dorne,6,3,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,600,1390
622,Other Starks,Stark soldier,House Stark,Other Targaryens,Arthur Dayne,House Targaryen,Sword,Dorne,6,3,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,600,1390
623,Other Targaryens,Arthur Dayne,House Targaryen,Ned Stark,Ned Stark,House Stark,Sword,Dorne,6,3,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,0,0,0,0,0,600,1390
624,Night's Watch,Bowen Marsh,Night's Watch,Jon Snow,Jon Snow,House Stark,Hanging,Castle Black,6,3,-1,-1,-1,-1,-1,0,1,1,1,1,0,0,1,0,1,0,1,422,233
625,Night's Watch,Othell Yarwyck,Night's Watch,Jon Snow,Jon Snow,House Stark,Hanging,Castle Black,6,3,-1,-1,-1,-1,-1,0,1,1,1,1,0,0,1,0,1,0,1,422,233
626,Alliser Thorne,Alliser Thorne,Night's Watch,Jon Snow,Jon Snow,House Stark,Hanging,Castle Black,6,3,-1,-1,-1,-1,-1,0,1,1,1,1,0,0,1,1,1,0,1,422,233
627,Olly,Olly,Night's Watch,Jon Snow,Jon Snow,House Stark,Hanging,Castle Black,6,3,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,422,233
628,Dothrakis,Dothraki man,Dothraki,Daario Naharis,Daario Naharis,House Targaryen,Hands,Vaes Dothrak,6,4,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1961,961
629,Dothrakis,Dothraki man,Dothraki,Daario Naharis,Daario Naharis,House Targaryen,Knife,Vaes Dothrak,6,4,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1961,961
630,Other Starks,Osha,House Stark,Ramsay Bolton,Ramsay Bolton,House Bolton,Knife,Winterfell,6,4,-1,-1,-1,-1,-1,0,0,1,1,1,0,0,1,1,0,0,0,283,447
631,Dothrakis,Khal Moro,Dothraki,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Fire,Vaes Dothrak,6,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,1961,961
632,Dothrakis,Dothraki Khal,Dothraki,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Fire,Vaes Dothrak,6,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,1961,961
633,Dothrakis,Dothraki Khal,Dothraki,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Fire,Vaes Dothrak,6,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,1961,961
634,Dothrakis,Dothraki Khal,Dothraki,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Fire,Vaes Dothrak,6,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,1961,961
635,Dothrakis,Dothraki Khal,Dothraki,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Fire,Vaes Dothrak,6,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,1961,961
636,Dothrakis,Dothraki Khal,Dothraki,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Fire,Vaes Dothrak,6,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,1961,961
637,Dothrakis,Dothraki Khal,Dothraki,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Fire,Vaes Dothrak,6,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,1961,961
638,Dothrakis,Dothraki Khal,Dothraki,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Fire,Vaes Dothrak,6,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,1961,961
639,Dothrakis,Dothraki Khal,Dothraki,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Fire,Vaes Dothrak,6,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,1961,961
640,Dothrakis,Dothraki Khal,Dothraki,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Fire,Vaes Dothrak,6,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,1961,961
641,Dothrakis,Dothraki Khal,Dothraki,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Fire,Vaes Dothrak,6,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,1961,961
642,Dothrakis,Dothraki Khal,Dothraki,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Fire,Vaes Dothrak,6,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,1961,961
643,Dothrakis,Dothraki Khal,Dothraki,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Fire,Vaes Dothrak,6,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,1961,961
644,Dothrakis,Dothraki Khal,Dothraki,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Fire,Vaes Dothrak,6,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,1961,961
645,Dothrakis,Dothraki Khal,Dothraki,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Fire,Vaes Dothrak,6,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,1961,961
646,Children of the Forest,Child of the Forest,Children of the Forest,White Walkers,Wight,White Walkers,Axe,Beyond the Wall,6,5,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,302,155
647,Children of the Forest,Child of the Forest,Children of the Forest,White Walkers,Wight,White Walkers,Teeth,Beyond the Wall,6,5,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,302,155
648,Children of the Forest,Child of the Forest,Children of the Forest,White Walkers,Wight,White Walkers,Sword,Beyond the Wall,6,5,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,302,155
649,Children of the Forest,Child of the Forest,Children of the Forest,White Walkers,White Walker,White Walkers,Sword,Beyond the Wall,6,5,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,302,155
650,Animals,Summer,Animal,White Walkers,Wight,White Walkers,Sword,Beyond the Wall,6,5,-1,-1,-1,-1,-1,0,-1,-1,-1,0,1,0,0,0,0,0,0,302,155
651,Children of the Forest,Three-eyed Raven,Children of the Forest,White Walkers,White Walker,White Walkers,Sword,Beyond the Wall,6,5,-1,-1,-1,-1,-1,0,1,-1,-1,1,0,0,1,1,1,0,1,302,155
652,Children of the Forest,Leaf,Children of the Forest,White Walkers,Wight,White Walkers,Sword,Beyond the Wall,6,5,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,302,155
653,Other Starks,Hodor,House Stark,White Walkers,Wight,White Walkers,Hands,Beyond the Wall,6,5,-1,-1,-1,-1,-1,0,1,-1,-1,1,0,0,1,1,1,0,1,302,155
654,Faith of the Seven,Brother Ray,Faith of the Seven,Brotherhood W/o Banners,Lem Lemoncloak,Brotherhood Without Banners,Hanging,Riverlands,6,7,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,302,810
655,Brotherhood W/o Banners,Brotherhood Without Banners Member,Brotherhood Without Banners,The Hound,The Hound,House Clegane,Axe,Riverlands,6,8,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,302,810
656,Brotherhood W/o Banners,Brotherhood Without Banners Member,Brotherhood Without Banners,The Hound,The Hound,House Clegane,Axe,Riverlands,6,8,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,302,810
657,Brotherhood W/o Banners,Brotherhood Without Banners Member,Brotherhood Without Banners,The Hound,The Hound,House Clegane,Axe,Riverlands,6,8,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,302,810
658,Brotherhood W/o Banners,Brotherhood Without Banners Member,Brotherhood Without Banners,The Hound,The Hound,House Clegane,Axe,Riverlands,6,8,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,302,810
659,Faith Militant,Faith Militant Brother,Faith Militant,The Mountain,The Mountain,House Clegane,Hands,King's Landing,6,8,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,440,1050
660,Brotherhood W/o Banners,Brotherhood Without Banners Member,Brotherhood Without Banners,The Hound,The Hound,House Clegane,Hanging,Riverlands,6,8,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,302,810
661,Brotherhood W/o Banners,Lem Lemoncloak,Brotherhood Without Banners,Beric Dondarrion,Beric Dondarrion,Brotherhood Without Banners,Hanging,Riverlands,6,8,-1,-1,-1,-1,-1,0,1,1,1,1,0,0,0,0,1,1,0,302,810
662,Brotherhood W/o Banners,Brotherhood Without Banners Member,Brotherhood Without Banners,The Hound,The Hound,House Clegane,Hanging,Riverlands,6,8,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,302,810
663,Others,Meereen citizen,None,Masters,The Masters Soldier,The Masters,Catapult,Meereen,6,9,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,1613,1309
664,Others,Meereen citizen,None,Masters,The Masters Soldier,The Masters,Catapult,Meereen,6,9,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,1613,1309
665,Others,Meereen citizen,None,Masters,The Masters Soldier,The Masters,Catapult,Meereen,6,9,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,1613,1309
666,Others,Meereen citizen,None,Sons of the Harpy,Sons of the Harpy agent,Sons of the Harpy,Sword,Meereen,6,9,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,1613,1309
